  0.  0.  3.14047668E-07
  0.00100000005  0.000303785986  3.14047668E-07
  0.00200000009  0.00060787698  3.14047668E-07
  0.00300000003  0.000912257005  3.14047668E-07
  0.00400000019  0.00121690996  3.14047668E-07
  0.00499999989  0.00152182998  3.14047668E-07
  0.00600000005  0.00182699005  3.14047668E-07
  0.00700000022  0.00213237992  3.14047668E-07
  0.00800000038  0.00243797991  3.14047668E-07
  0.00899999961  0.00274378993  3.14047668E-07
  0.00999999978  0.00304978993  3.14047668E-07
  0.0109999999  0.00335596991  3.14047668E-07
  0.0120000001  0.00366230006  3.14047668E-07
  0.0130000003  0.00396877993  3.14047668E-07
  0.0140000004  0.00427540019  3.14047668E-07
  0.0149999997  0.00458214013  3.14047668E-07
  0.0160000008  0.00488898996  3.14047668E-07
  0.0170000009  0.00519593991  3.14047668E-07
  0.0179999992  0.00550296996  3.14047668E-07
  0.0189999994  0.0058100801  3.14047668E-07
  0.0199999996  0.00611724006  3.14047668E-07
  0.0209999997  0.00642444985  3.14096894E-07
  0.0219999999  0.00673170015  3.14134098E-07
  0.023  0.00703897979  3.14159564E-07
  0.0240000002  0.0073462599  3.14173349E-07
  0.0250000004  0.00765354978  3.14175679E-07
  0.0260000005  0.00796082988  3.14166641E-07
  0.0270000007  0.00826808996  3.14146462E-07
  0.0280000009  0.00857532024  3.14115312E-07
  0.0289999992  0.00888250954  3.14073304E-07
  0.0299999993  0.00918965042  3.14020639E-07
  0.0309999995  0.00949671958  3.13957429E-07
  0.0320000015  0.00980373006  3.13883874E-07
  0.0329999998  0.0101105999  3.13800115E-07
  0.0340000018  0.0104174996  3.13706323E-07
  0.0350000001  0.0107241999  3.13602584E-07
  0.0359999985  0.0110307997  3.13489096E-07
  0.0370000005  0.0113372998  3.13366002E-07
  0.0379999988  0.0116437003  3.13233443E-07
  0.0390000008  0.0119498996  3.13091533E-07
  0.0399999991  0.0122560002  3.12940443E-07
  0.0410000011  0.0125618996  3.12780344E-07
  0.0419999994  0.0128677003  3.1261132E-07
  0.0430000015  0.0131732002  3.12433542E-07
  0.0439999998  0.0134786004  3.12247181E-07
  0.0450000018  0.0137838004  3.12052322E-07
  0.0460000001  0.0140888002  3.11849107E-07
  0.0469999984  0.0143935997  3.11637706E-07
  0.0480000004  0.0146981999  3.11418205E-07
  0.0489999987  0.0150025999  3.11190746E-07
  0.0500000007  0.0153067  3.10955471E-07
  0.050999999  0.0156105999  3.10712522E-07
  0.0520000011  0.0159143005  3.10461985E-07
  0.0529999994  0.0162176993  3.1020403E-07
  0.0540000014  0.0165208001  3.09938741E-07
  0.0549999997  0.0168236997  3.09666291E-07
  0.0560000017  0.0171262007  3.09386735E-07
  0.057  0.0174285993  3.09100272E-07
