0.00 0.00
0.50 11.0
0.75 12.5
1.00 11.0
1.25 11.4
1.50 10.0
2.00 12.5
2.10 15.0
2.40 13.3
2.50 14.2
3.00 17.6
3.25 16.0
3.50 17.4
4.00 13.4
4.50 14.5
5.00 13.8
5.50 9.8
6.00 9.3
8.00 2.0
10.0 0.8
11.0 0.0
