0.50 0.170
1.50 0.075
2.25 0.120
2.50 0.100
3.25 0.180
3.40 0.150
4.00 0.150
4.20 0.130
4.80 0.140
5.00 0.170
5.10 0.150
6.00 0.100
6.10 0.075
6.25 0.085
7.25 0.065 
7.50 0.080
8.25 0.065
9.00 0.020
10.0 0.035
11.0 0.000
