7.140E-02  0.000E+00
1.410E-01  6.349E-02
2.106E-01  1.031E-01
2.802E-01  1.359E-01
3.498E-01  1.315E-01
4.194E-01  1.201E-01
4.890E-01  1.343E-01
5.586E-01  1.238E-01
6.282E-01  1.143E-01
6.978E-01  1.304E-01
7.674E-01  1.163E-01
8.370E-01  1.127E-01
9.066E-01  8.092E-02
9.762E-01  1.000E-01
1.046E+00  9.570E-02
1.115E+00  9.349E-02
1.185E+00  9.126E-02
1.255E+00  8.227E-02
1.324E+00  9.614E-02
1.394E+00  8.432E-02
1.463E+00  9.490E-02
1.533E+00  9.740E-02
1.603E+00  8.272E-02
1.672E+00  8.414E-02
1.742E+00  6.596E-02
1.811E+00  8.635E-02
1.881E+00  9.263E-02
1.951E+00  1.213E-01
2.020E+00  9.154E-02
2.090E+00  9.792E-02
2.159E+00  1.201E-01
2.229E+00  1.246E-01
2.299E+00  1.094E-01
2.368E+00  1.010E-01
2.438E+00  1.261E-01
2.507E+00  9.619E-02
2.577E+00  1.329E-01
2.647E+00  1.067E-01
2.716E+00  1.167E-01
2.786E+00  1.565E-01
2.855E+00  1.539E-01
2.925E+00  1.779E-01
2.995E+00  1.907E-01
3.064E+00  2.034E-01
3.134E+00  2.004E-01
3.203E+00  2.042E-01
3.273E+00  1.657E-01
3.343E+00  1.861E-01
3.412E+00  1.519E-01
3.482E+00  1.585E-01
3.551E+00  1.667E-01
3.621E+00  1.481E-01
3.691E+00  1.460E-01
3.760E+00  1.451E-01
3.830E+00  1.370E-01
3.899E+00  1.481E-01
3.969E+00  1.499E-01
4.039E+00  1.520E-01
4.108E+00  1.239E-01
4.178E+00  1.291E-01
4.247E+00  1.476E-01
4.317E+00  1.563E-01
4.387E+00  1.153E-01
4.456E+00  1.294E-01
4.526E+00  1.410E-01
4.595E+00  1.430E-01
4.665E+00  1.444E-01
4.735E+00  1.619E-01
4.804E+00  1.440E-01
4.874E+00  1.705E-01
4.943E+00  1.703E-01
5.013E+00  1.749E-01
5.083E+00  1.519E-01
5.152E+00  1.301E-01
5.222E+00  1.410E-01
5.291E+00  1.346E-01
5.361E+00  1.153E-01
5.431E+00  1.547E-01
5.500E+00  1.131E-01
5.570E+00  9.905E-02
5.639E+00  1.127E-01
5.709E+00  1.101E-01
5.779E+00  1.046E-01
5.848E+00  1.053E-01
5.918E+00  6.399E-02
5.987E+00  6.723E-02
6.057E+00  7.881E-02
6.127E+00  8.328E-02
6.196E+00  1.023E-01
6.266E+00  1.058E-01
6.335E+00  8.405E-02
6.405E+00  1.002E-01
6.475E+00  9.540E-02
6.544E+00  8.703E-02
6.614E+00  7.800E-02
6.683E+00  9.114E-02
6.753E+00  8.293E-02
6.823E+00  7.526E-02
6.892E+00  7.438E-02
6.962E+00  6.851E-02
7.031E+00  7.815E-02
7.101E+00  4.823E-02
7.171E+00  9.437E-02
7.240E+00  8.208E-02
7.310E+00  7.958E-02
7.379E+00  9.560E-02
7.449E+00  8.861E-02
7.519E+00  8.009E-02
7.588E+00  9.201E-02
7.658E+00  8.710E-02
7.727E+00  9.187E-02
7.797E+00  1.104E-01
7.867E+00  6.282E-02
7.936E+00  9.033E-02
8.006E+00  8.109E-02
8.075E+00  5.874E-02
8.145E+00  5.157E-02
8.215E+00  5.224E-02
8.284E+00  5.835E-02
8.354E+00  4.950E-02
8.423E+00  4.855E-02
8.493E+00  3.236E-02
8.563E+00  2.553E-02
8.632E+00  2.174E-02
8.702E+00  2.779E-02
8.771E+00  2.529E-02
8.841E+00  2.111E-02
8.911E+00  1.353E-02
8.980E+00  1.703E-02
9.050E+00  1.568E-02
9.119E+00  1.747E-02
9.189E+00  2.092E-02
9.259E+00  8.151E-03
9.328E+00  1.651E-02
9.398E+00  3.178E-02
9.467E+00  2.201E-02
9.537E+00  2.573E-02
9.607E+00  2.779E-02
9.676E+00  4.220E-02
9.746E+00  2.313E-02
9.815E+00  4.142E-02
9.885E+00  2.734E-02
9.955E+00  3.135E-02
1.002E+01  3.358E-02
1.009E+01  2.641E-02
1.016E+01  3.052E-02
1.023E+01  1.736E-02
1.030E+01  1.170E-02
1.037E+01  2.562E-02
1.044E+01  7.964E-03
1.051E+01  6.034E-03
1.058E+01  1.625E-02
1.065E+01  6.155E-03
1.072E+01  2.072E-03
1.079E+01  4.184E-03
1.086E+01  0.000E+00
1.093E+01  0.000E+00
           
